29443,01/01/2014 12:50,19,1050,01/01/2014 8:22,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29444,01/01/2014 12:50,19,1041,01/01/2014 8:44,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29445,01/01/2014 12:50,19,1038,01/01/2014 8:44,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29446,01/01/2014 12:50,19,107,01/01/2014 8:45,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29447,01/01/2014 12:50,19,1046,01/01/2014 8:46,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29448,01/01/2014 12:50,19,302,01/01/2014 8:49,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29449,01/01/2014 12:50,19,1203,01/01/2014 8:57,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29450,01/01/2014 12:50,19,1044,01/01/2014 8:57,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29451,01/01/2014 12:50,19,1048,01/01/2014 8:59,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29452,01/01/2014 12:50,19,1035,01/01/2014 9:00,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29453,01/01/2014 12:50,19,1007,01/01/2014 9:04,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29454,01/01/2014 12:50,19,1206,01/01/2014 9:04,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29455,01/01/2014 12:50,19,1803,01/01/2014 9:04,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29456,01/01/2014 12:50,19,320,01/01/2014 9:05,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29457,01/01/2014 12:50,19,407,01/01/2014 9:08,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29458,01/01/2014 12:50,19,1014,01/01/2014 9:08,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29459,01/01/2014 12:50,19,406,01/01/2014 9:08,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29460,01/01/2014 12:50,19,602,01/01/2014 9:09,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29461,01/01/2014 12:50,19,1053,01/01/2014 9:09,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29462,01/01/2014 12:50,19,220,01/01/2014 9:09,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29463,01/01/2014 12:50,19,109,01/01/2014 9:09,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29464,01/01/2014 12:50,19,111,01/01/2014 9:09,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29465,01/01/2014 12:50,19,316,01/01/2014 9:10,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29466,01/01/2014 12:50,19,1403,01/01/2014 9:11,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29467,01/01/2014 12:50,19,1801,01/01/2014 9:12,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29468,01/01/2014 12:50,19,12,01/01/2014 9:13,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29469,01/01/2014 12:50,19,603,01/01/2014 9:13,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29470,01/01/2014 12:50,19,1015,01/01/2014 9:13,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29471,01/01/2014 12:50,19,1001,01/01/2014 9:13,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29472,01/01/2014 12:50,19,501,01/01/2014 9:13,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29473,01/01/2014 12:50,19,1004,01/01/2014 9:13,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29474,01/01/2014 12:50,19,206,01/01/2014 9:13,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29475,01/01/2014 12:50,19,1610,01/01/2014 9:13,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29476,01/01/2014 12:50,19,26,01/01/2014 9:13,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29477,01/01/2014 12:50,19,203,01/01/2014 9:14,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29478,01/01/2014 12:50,19,506,01/01/2014 9:14,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29479,01/01/2014 12:50,19,401,01/01/2014 9:14,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29480,01/01/2014 12:50,19,224,01/01/2014 9:15,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
29481,01/01/2014 12:50,19,608,01/01/2014 9:15,,NULL,in,NULL,NULL,NULL,NULL,NULL,NULL,0
